population_release_key,population_year,source_reference_date,source_published_date,source_retrieved_date,planning_geography_version,national_resident_population,max_national_reconciliation_difference,expected_planning_area_row_count,generated_planning_area_population_total,source_dataset_id,source_name,source_url,source_filename,source_sha256
9432760094ccabfb0a7dd90cd675195c5fcd08135083d595effd7585ef44a088,2025,2025-06-30,2026-06-30,2026-07-16,MP2019,4204500,30,55,4204530,singstat_c020125_resident_population_planning_area_subzone_dwelling,Resident Population by Planning Area/Subzone of Residence and Type of Dwelling (General Household Survey 2025),https://tablebuilder.singstat.gov.sg/table/CT/C020125,C020125-table.csv,affd5240957260274ec6405f32ee3fec35c4065ab6814dc3abc04050ae17b736
