source_release_key,source_dataset_id,source_name,source_url,source_catalog_update_month,source_retrieved_date,first_month_end,latest_month_end,source_row_count,source_vehicle_category_count,source_fuel_type_count,archive_filename,archive_sha256,csv_filename,csv_sha256
25c9a68a5ab066abae1f07f8534cfcbdb2fd55ba30af65c39bba379aef3be6ab,lta_m09_monthly_vehicle_population_by_fuel,Monthly Motor Vehicle Population Statistics by Type of Fuel Used,https://datamall.lta.gov.sg/content/dam/datamall/datasets/Facts_Figures/Vehicle%20Population/Monthly%20Motor%20Vehicle%20Population%20Statistics%20by%20Type%20of%20Fuel%20Used.zip,2026-06,2026-07-23,2016-01-31,2026-05-31,3559,5,9,Monthly Motor Vehicle Population Statistics by Type of Fuel Used.zip,54cf834b6b9ef43703b16e9a613e02ecbafc2cfd5c4b808edd92629d9598da8a,M09-Vehs_by_Fuel_Type.csv,39f5fc5fa93c70aaa93cb26976d4858c9f30edc741dddcf3655e5e0b354cec2c
